In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	93407770	navy_move_sails_heavy_07	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\Military\Ships\navy_move_sails_heavy\navy_move_sails_heavy_07_8214FF25.wem		\Actor-Mixer Hierarchy\Sound Library\Sound Library SPL\urban_sounds\04_quietest\amb_navy_move_sails_heavy\navy_move_sails_heavy_07		2869
	93432011	Armor_TorsoHips_idle_loop_011	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\PASTLIFE-TOOLBOX\Armor_TorsoHips_idle_loop\Armor_TorsoHips_idle_loop_011_D8F20E6A.wem		\Actor-Mixer Hierarchy\Ambience\Ambience\Contextual_ambience\Loading_screen_bespoke\loading_screen_white_mountain_00\loading_screen_white_mountain_melee\combat_foley\movement\armor_movement\Armor_TorsoHips_idle_loop\Armor_TorsoHips_idle_loop_011		36695
	93432012	Armor_TorsoHips_idle_loop_011	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\PASTLIFE-TOOLBOX\Armor_TorsoHips_idle_loop\Armor_TorsoHips_idle_loop_011_8214FF25.wem		\Actor-Mixer Hierarchy\Sound Library\Sound Library SPL\urban_sounds\03_quiet\audio_actors\armor_movement\Armor_TorsoHips_idle_loop\Armor_TorsoHips_idle_loop_011		36729
	93511443	VTB_hurt-normal_mJOCL_02	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\VOX-TOOLBOX\JONATHAN-JOCL\hurt-normal\VTB_hurt-normal_mJOCL_02_D8F20E6A.wem		\Actor-Mixer Hierarchy\Military\OnMapUnits\Vocalisations\hurts\mil_vox_hurt_small\JOCL\VTB_hurt-normal_mJOCL_02		5886
	93609671	amb_city_beer_bottle_clink_08	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\amb\spot\amb_city_beer_bottle_clink\amb_city_beer_bottle_clink_08_8214FF25.wem		\Actor-Mixer Hierarchy\Sound Library\Sound Library SPL\urban_sounds\03_quiet\audio_actors\amb_city_beer_bottle_clink\amb_city_beer_bottle_clink_08		5164
	93671195	WOODLARK_phrase_single_02	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\amb\spot\bird\europe\WOODLARK_phrase_single\WOODLARK_phrase_single_02_D8F20E6A.wem		\Actor-Mixer Hierarchy\Ambience\Master_Ambience_System_MAS\mas_birds\mas_birds\mas_birds_field\02_loud_birds_europe_field\WOODLARK_phrase_single\WOODLARK_phrase_single_02		46698
	93712155	char_move_action_leather_02	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\Military\char_move_action_leather\char_move_action_leather_02_D8F20E6A.wem		\Actor-Mixer Hierarchy\Military\OnMapUnits\Movement\char_move_action\char_move_action_leather\char_move_action_leather_02		23598
	93769125	amb_city_wood_logs_drop_18	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\amb\spot\amb_city_wood_logs_drop\amb_city_wood_logs_drop_18_8214FF25.wem		\Actor-Mixer Hierarchy\Sound Library\Sound Library SPL\urban_sounds\02_loud\audio_actors\amb_city_wood_logs_drop\amb_city_wood_logs_drop_18		22695
	93784943	ALPACA_neigh_001	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\amb\spot\mammal\ALPACA_neigh\ALPACA_neigh_001_8214FF25.wem		\Actor-Mixer Hierarchy\Ambience_ROBERT\OnMapObjects\Cities\city_culture_domestic_animals\ALPACA\ALPACA_neigh\ALPACA_neigh_001		26518
	93897814	amb_base_forest_coniferous_gust_branches_18	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\amb\amb_base_forest_coniferous_gust_branches\amb_base_forest_coniferous_gust_branches_18_D8F20E6A.wem		\Actor-Mixer Hierarchy\Ambience_MATTIAS\ca_base_gusts\base_gust freq\gust pan seq\02_center_spawn\02_center\amb_base_forest_coniferous_gust\amb_base_forest_coniferous_gust_branches\amb_base_forest_coniferous_gust_branches_18		185677
	93960382	wpn_proj_handle_bow_long_23	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\wpn_proj_handle_bow_long\wpn_proj_handle_bow_long_23_D8F20E6A.wem		\Actor-Mixer Hierarchy\Military\OnMapUnits\Weapons\Melee\wpn_handle\wpn_proj_handle_bow_long\wpn_proj_handle_bow_long_23		5662
	94183033	amb_city_footsteps_run_barefoot_05	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\amb\spot\amb_city_footsteps_run_barefoot\amb_city_footsteps_run_barefoot_05_8214FF25.wem		\Actor-Mixer Hierarchy\Ambience\Ambience\OnMapObjects\Cities\City_PoC\amb_city_footsteps_run_barefoot\amb_city_footsteps_run_barefoot_05		44479
	94189879	wpn_shield_handle_wood_large_10	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\Military\wpn_shield_handle_wood_large\wpn_shield_handle_wood_large_10_D8F20E6A.wem		\Actor-Mixer Hierarchy\Ambience\Ambience\Contextual_ambience\Loading_screen_bespoke\loading_screen_aztec_00\loading_screen_aztec_melee\hits wood\wpn_shield_handle_wood_large\wpn_shield_handle_wood_large_10		11041
	94207751	Book4_handling_oneshot_002	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\PASTLIFE-TOOLBOX\book4_handling_oneshot\Book4_handling_oneshot_002_8214FF25.wem		\Actor-Mixer Hierarchy\Sound Library\Sound Library SPL\urban_sounds\04_quietest\audio_actors\books_general_handling\book4_handling_oneshot\Book4_handling_oneshot_002		14428
	94211330	VTB_groaning_fGARO_04	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\VOX-TOOLBOX\GABRIELLE-GARO\groaning\VTB_groaning_fGARO_04_8214FF25.wem		\Actor-Mixer Hierarchy\Vox-ToolBox\Vox-ToolBox SPL\vox_single\vox_03_quiet\VTB-f_groaning\GARO\VTB_groaning_fGARO_04		5369
	94247044	VTB_frustration_mFEFL_02	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\VOX-TOOLBOX\FERDINAN-FEFL\frustration\VTB_frustration_mFEFL_02_D8F20E6A.wem		\Actor-Mixer Hierarchy\Military\OnMapUnits\Vocalisations\units_vo_infantry\unit_inf_vo_idle\VTB-m_frustration\FEFL\VTB_frustration_mFEFL_02		5973
	94295686	amb_thunder_distant_05	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\amb\amb_thunder_distant\amb_thunder_distant_05_8214FF25.wem		\Actor-Mixer Hierarchy\Ambience\Ambience\OnMapObjects\Weather\weather_small\amb_weather_thunder_distant\amb_thunder_distant_05		26271
	94299273	Book1_handling_oneshot_028	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\PASTLIFE-TOOLBOX\book1_handling_oneshot\Book1_handling_oneshot_028_8214FF25.wem		\Actor-Mixer Hierarchy\Sound Library\Sound Library SPL\urban_sounds\04_quietest\audio_actors\books_general_handling\book1_handling_oneshot\Book1_handling_oneshot_028		8606
	94359655	VOXEfrt_efforts_neutral_Tobey_PDX-MAWE_ANRY_Vox_Toolbox_Neumann_TLM_103-CU-INT_09	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\VOX\VOXEfrt_efforts_neutral_Tobey\VOXEfrt_efforts_neutral_Tobey_PDX-MAWE_ANRY_Vox_Toolbox_Neumann_TLM_103-CU-INT_09_8214FF25.wem		\Actor-Mixer Hierarchy\Vox-ToolBox\Vox-ToolBox SPL\vox_single\vox_01_loudest\VOXEfrt_efforts_neutral\VOXEfrt_efforts_neutral_Tobey\VOXEfrt_efforts_neutral_Tobey_PDX-MAWE_ANRY_Vox_Toolbox_Neumann_TLM_103-CU-INT_09		7676
	94395476	VTB_talk-murmur_mOSFV_10	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\VOX-TOOLBOX\OSCAR-OSFV\talk-murmur\VTB_talk-murmur_mOSFV_10_8214FF25.wem		\Actor-Mixer Hierarchy\Ambience_ROBERT\OnMapObjects\Cities\city_pop_type\city_pop_type_burghers\city_pop_type_burghers_group\VTB-m_talk-murmur\OSFV\VTB_talk-murmur_mOSFV_10		40526
	94444447	amb_base_river_small_st_slice_14	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\amb\amb_base_river_small_st_slice\amb_base_river_small_st_slice_14_D8F20E6A.wem		\Actor-Mixer Hierarchy\Ambience\Ambience\Contextual_ambience\ca_base\ca_base_exteriors\ca_baseWater\ca_baseWater_st\amb_base_river_small_st_slice\amb_base_river_small_st_slice_14		489547
	94470511	CRICKET_trill_07	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\amb\spot\bird\europe\CRICKET_trill\CRICKET_trill_07_8214FF25.wem		\Actor-Mixer Hierarchy\Sound Library\Sound Library SPL\nature_sounds\04_quietest\designed\amb_CRICKET_trill\CRICKET_trill_07		54560
	94485853	Cloth_Thick_Textured_handling_oneshot_007	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\PASTLIFE-TOOLBOX\Cloth_Thick_Textured_handling_oneshot\Cloth_Thick_Textured_handling_oneshot_007_8214FF25.wem		\Actor-Mixer Hierarchy\Sound Library\Sound Library SPL\urban_sounds\04_quietest\audio_actors\Cloth_Thick_Textured_handling\Cloth_Thick_Textured_handling_oneshot_007		67306
	94543394	VTB_talk-whisper_mJOCL_05	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\VOX-TOOLBOX\JONATHAN-JOCL\talk-whisper\VTB_talk-whisper_mJOCL_05_8214FF25.wem		\Actor-Mixer Hierarchy\Sound Library\Sound Library SPL\urban_sounds\temp_sequences\amb_quiet_talk_sequence\whispered\whisper_m\VTB_talk-whisper_mJOCL_05		32058
	94658777	VOXEfrt_hurt_big_Mattias_PDX-MAWE_ANRY_Vox_Toolbox_Neumann_TLM_103-CU-INT_10	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\VOX\VOXEfrt_hurt_big_Mattias\VOXEfrt_hurt_big_Mattias_PDX-MAWE_ANRY_Vox_Toolbox_Neumann_TLM_103-CU-INT_10_8214FF25.wem		\Actor-Mixer Hierarchy\Vox-ToolBox\Vox-ToolBox SPL\vox_single\vox_01_loudest\VOXEfrt_hurt_big\VOXEfrt_hurt_big_Mattias\VOXEfrt_hurt_big_Mattias_PDX-MAWE_ANRY_Vox_Toolbox_Neumann_TLM_103-CU-INT_10		4866
	94658778	VOXEfrt_hurt_big_Mattias_PDX-MAWE_ANRY_Vox_Toolbox_Neumann_TLM_103-CU-INT_10	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\VOX\VOXEfrt_hurt_big_Mattias\VOXEfrt_hurt_big_Mattias_PDX-MAWE_ANRY_Vox_Toolbox_Neumann_TLM_103-CU-INT_10_D8F20E6A.wem		\Actor-Mixer Hierarchy\Military\OnMapUnits\Vocalisations\hurts\mil_vox_hurt_big\VOXEfrt_hurt_big_Mattias\VOXEfrt_hurt_big_Mattias_PDX-MAWE_ANRY_Vox_Toolbox_Neumann_TLM_103-CU-INT_10		4832
	94741206	wpn_mel_handle_sword_generic_29	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\wpn_mel_handle_sword_generic\wpn_mel_handle_sword_generic_29_D8F20E6A.wem		\Actor-Mixer Hierarchy\Military\OnMapUnits\Weapons\Melee\wpn_handle\wpn_mel_handle_sword_generic\wpn_mel_handle_sword_generic_29		4817
	94744922	amb_vehWagn_small_07	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\CITYAMB-TOOLBOX\amb_vehWagn_small\amb_vehWagn_small_07_8214FF25.wem		\Actor-Mixer Hierarchy\Ambience_ROBERT\OnMapObjects\Cities\city_location_rank\amb_city_agnostic_loud\amb_vehWagn_small\amb_vehWagn_small_07		65346
	94764862	Weapon_Impact_Shield_BigSword_007	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\PASTLIFE-TOOLBOX\Weapon_Impact_Shield_BigSword\Weapon_Impact_Shield_BigSword_007_D8F20E6A.wem		\Actor-Mixer Hierarchy\Ambience\Ambience\Contextual_ambience\Loading_screen_bespoke\loading_screen_white_mountain_00\loading_screen_white_mountain_melee\combat_foley\weapon impacts\Weapon_Impact_Shield_BigSword\Weapon_Impact_Shield_BigSword_007		7356
	94764863	Weapon_Impact_Shield_BigSword_007	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\PASTLIFE-TOOLBOX\Weapon_Impact_Shield_BigSword\Weapon_Impact_Shield_BigSword_007_8214FF25.wem		\Actor-Mixer Hierarchy\Sound Library\Sound Library SPL\urban_sounds\02_loud\audio_actors\amb_weapon_impacts\weapon impacts\Weapon_Impact_Shield_BigSword\Weapon_Impact_Shield_BigSword_007		7390
	94883110	Cloth_coarse_large_PassingHand_oneshots_009	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\PASTLIFE-TOOLBOX\Cloth_coarse_large_PassingHand_oneshots\Cloth_coarse_large_PassingHand_oneshots_009_D8F20E6A.wem		\Actor-Mixer Hierarchy\Ambience\Ambience\Contextual_ambience\Loading_screen_bespoke\loading_screen_deccan_00\saleswoman\Cloth_coarse_large_PassingHand_oneshots\Cloth_coarse_large_PassingHand_oneshots_009		14368
	95048594	fs_grp_sand_small_quad_slice_10	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\amb\fs\fs_grp_sand_small_quad_slice\fs_grp_sand_small_quad_slice_04_8214FF25.wem		\Actor-Mixer Hierarchy\Sound Library\Sound Library SPL\urban_sounds\00_fs_grp\fs_grp_sand_small_quad_slice\fs_grp_sand_small_quad_slice_10		1349384
	95057896	UI_gamespeed_clock_tick_B-11	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\UI\UI_gamespeed_clock_tick_B\UI_gamespeed_clock_tick_B-11_D8F20E6A.wem		\Actor-Mixer Hierarchy\UI\UI\time\UI_gamestatePause_clock_tick_enable\UI_gamespeed_clock_tick\clock looping behaviour\clock mech tick seq\mech\UI_gamespeed_clock_tick_B\UI_gamespeed_clock_tick_B-11		5216
	95084230	firetorch_swoosh_02	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\amb\amb_andrew_bespoke\firetorch_swoosh\firetorch_swoosh_02_8214FF25.wem		\Actor-Mixer Hierarchy\Sound Library\Sound Library SPL\urban_sounds\03_quiet\firetorch_swoosh\firetorch_swoosh_02		17579
	95111023	VTB_hurt-normal_mJABL_15	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\VOX-TOOLBOX\JACOB-JABL\hurt-normal\VTB_hurt-normal_mJABL_15_8214FF25.wem		\Actor-Mixer Hierarchy\Vox-ToolBox\Vox-ToolBox SPL\vox_single\vox_03_quiet\VTB-m_hurt-normal\JABL\VTB_hurt-normal_mJABL_15		8841
	95246311	fs_dirt_barefoot_seq_10	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\amb\fs\fs_dirt_barefoot_seq\fs_dirt_barefoot_seq_02_8214FF25.wem		\Actor-Mixer Hierarchy\Sound Library\Sound Library SPL\urban_sounds\03_quiet\03_quiet_passbys\fs_dirt_barefoot_seq\fs_dirt_barefoot_seq_10		88741
	95278463	amb_church_pews_wood_creak_09	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\amb\amb_andrew_bespoke\amb_church_pews_wood_creak\amb_church_pews_wood_creak_09_8214FF25.wem		\Actor-Mixer Hierarchy\Sound Library\Sound Library SPL\urban_sounds\03_quiet\audio_actors\amb_church_pews_wood_creak\amb_church_pews_wood_creak_09		11919
	95313550	fs_dirt_barefoot_startstop_06	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\amb\fs\fs_dirt_barefoot_startstop\fs_dirt_barefoot_startstop_01_8214FF25.wem		\Actor-Mixer Hierarchy\Sound Library\Sound Library SPL\urban_sounds\03_quiet\03_quiet_passbys\fs_dirt_barefoot_startstop\fs_dirt_barefoot_startstop_06		101910
	95430993	UI_clock_tick_A_15	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\UI\UI_clock_tick_A\UI_clock_tick_A_15_D8F20E6A.wem		\Actor-Mixer Hierarchy\UI\UI\time\UI_gamestatePause_clock_tick_enable\UI_gamespeed_clock_tick\clock looping behaviour\clock mech tick seq\click\UI_clock_tick_A\UI_clock_tick_A_15		4217
	95461292	mf_walla_city_medium_quad_slice_12	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\VOX-TOOLBOX\group\mf_walla_city_medium_quad_slice\mf_walla_city_medium_quad_slice_12_8214FF25.wem		\Actor-Mixer Hierarchy\Vox-ToolBox\Vox-ToolBox SPL\vox_walla\03_walla_quiet\mf_walla_city\mf_walla_city_medium_quad_slice\mf_walla_city_medium_quad_slice_12		1955
	95477637	VTB_scream-panic_mJEHE_01	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\VOX-TOOLBOX\JESSE-JEHE\scream-panic\VTB_scream-panic_mJEHE_01_D8F20E6A.wem		\Actor-Mixer Hierarchy\Military\OnMapUnits\Vocalisations\units_vo_infantry\VOXScrm_scream_panic\JEHE\VTB_scream-panic_mJEHE_01		18818
	95488907	mf_walla_city_medium_quad_slice_05	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\VOX-TOOLBOX\group\mf_walla_city_medium_quad_slice\mf_walla_city_medium_quad_slice_05_8214FF25.wem		\Actor-Mixer Hierarchy\Vox-ToolBox\Vox-ToolBox SPL\vox_walla\03_walla_quiet\mf_walla_city\mf_walla_city_medium_quad_slice\mf_walla_city_medium_quad_slice_05		7729
	95496460	VTB_talk-murmur_mJOCL_06	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\VOX-TOOLBOX\JONATHAN-JOCL\talk-murmur\VTB_talk-murmur_mJOCL_06_8214FF25.wem		\Actor-Mixer Hierarchy\Ambience_ROBERT\OnMapObjects\Cities\city_pop_type\city_pop_type_burghers\city_pop_type_burghers_group\VTB-m_talk-murmur\JOCL\VTB_talk-murmur_mJOCL_06		17395
	95511698	VOXEfrt_efforts_aggressive_Mattias_PDX-MAWE_ANRY_Vox_Toolbox_Neumann_TLM_103-CU-INT_01	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\VOX\VOXEfrt_efforts_aggressive_Mattias\VOXEfrt_efforts_aggressive_Mattias_PDX-MAWE_ANRY_Vox_Toolbox_Neumann_TLM_103-CU-INT_01_8214FF25.wem		\Actor-Mixer Hierarchy\Vox-ToolBox\Vox-ToolBox SPL\vox_single\vox_01_loudest\VOXEfrt_efforts_aggressive\VOXEfrt_efforts_aggressive_Mattias\VOXEfrt_efforts_aggressive_Mattias_PDX-MAWE_ANRY_Vox_Toolbox_Neumann_TLM_103-CU-INT_01		3893
	95511699	VOXEfrt_efforts_aggressive_Mattias_PDX-MAWE_ANRY_Vox_Toolbox_Neumann_TLM_103-CU-INT_01	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\VOX\VOXEfrt_efforts_aggressive_Mattias\VOXEfrt_efforts_aggressive_Mattias_PDX-MAWE_ANRY_Vox_Toolbox_Neumann_TLM_103-CU-INT_01_D8F20E6A.wem		\Actor-Mixer Hierarchy\Military\OnMapUnits\Vocalisations\VOXEfrt_efforts_aggressive\VOXEfrt_efforts_aggressive_Mattias\VOXEfrt_efforts_aggressive_Mattias_PDX-MAWE_ANRY_Vox_Toolbox_Neumann_TLM_103-CU-INT_01		3859
	95544541	UI_map_roll_handle_06	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\UI\Map\UI_map_roll_handle\UI_map_roll_handle_06_D8F20E6A.wem		\Actor-Mixer Hierarchy\UI\UI\map\map_transitions_loop\map_show_terrain\UI_map_roll_handle\UI_map_roll_handle_06		11783
	95559314	char_move_gear_metal_medium_47	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\Military\char_move_gear_metal_medium\char_move_gear_metal_medium_47_D8F20E6A.wem		\Actor-Mixer Hierarchy\Military\OnMapUnits\Movement\char_move_detail\char_move_gear_metal_medium\char_move_gear_metal_medium_47		6726
	95677978	Leather_boot_small_PassingHand_oneshots_033	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\PASTLIFE-TOOLBOX\Leather_boot_small_PassingHand_oneshots\Leather_boot_small_PassingHand_oneshots_033_8214FF25.wem		\Actor-Mixer Hierarchy\Sound Library\Sound Library SPL\urban_sounds\04_quietest\audio_actors\cloth_clothes_leather_boot_handling\Leather_boot_small_PassingHand_oneshots\Leather_boot_small_PassingHand_oneshots_033		24285
	95704754	wpn_gun_fire_arquebus_01	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\Military\Infantry\Weapons\wpn_gun\wpn_gun_fire_arquebus\wpn_gun_fire_arquebus_01_8214FF25.wem		\Actor-Mixer Hierarchy\Sound Library\Sound Library SPL\urban_sounds\01_loudest\guns\amb_wpn_gun_fire_arquebus\wpn_gun_fire_arquebus_01		11060
	95825314	VTB_warcry_mJABL_01	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\VOX-TOOLBOX\JACOB-JABL\warcry\VTB_warcry_mJABL_01_D8F20E6A.wem		\Actor-Mixer Hierarchy\Military\OnMapUnits\Vocalisations\units_vo_infantry\VOXScrm_warcry_charge\JABL\VTB_warcry_mJABL_01		12605
	95835643	VTB_panting_fMIAI_03	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\VOX-TOOLBOX\MICHAELA-MIAI\panting\VTB_panting_fMIAI_03_8214FF25.wem		\Actor-Mixer Hierarchy\Vox-ToolBox\Vox-ToolBox SPL\vox_single\vox_04_quietest\VTB-f_panting\MIAI\VTB_panting_fMIAI_03		58678
	95892040	VTB_scream-panic_mJEHE_01	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\VOX-TOOLBOX\JESSE-JEHE\scream-panic\VTB_scream-panic_mJEHE_01_8214FF25.wem		\Actor-Mixer Hierarchy\Ambience_ROBERT\OnMapObjects\Cities\city_pop_type\city_pop_type_slaves\city_pop_type_slaves_group\VTB-m_scream-panic\JEHE\VTB_scream-panic_mJEHE_01		18852
	96046334	VOXScrm_scream_panic_Rob_PDX-MAWE_ANRY_Vox_Toolbox_Neumann_TLM_103-CU-INT_04	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\VOX\VOXScrm_scream_panic_Rob\VOXScrm_scream_panic_Rob_PDX-MAWE_ANRY_Vox_Toolbox_Neumann_TLM_103-CU-INT_04_D8F20E6A.wem		\Actor-Mixer Hierarchy\Military\OnMapUnits\Vocalisations\units_vo_infantry\VOXScrm_scream_panic\VOXScrm_scream_panic_Rob\VOXScrm_scream_panic_Rob_PDX-MAWE_ANRY_Vox_Toolbox_Neumann_TLM_103-CU-INT_04		56935
	96496298	Leather_beltwithmetal_Pulling_oneshot_005	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\PASTLIFE-TOOLBOX\Leather_beltwithmetal_Pulling_oneshot\Leather_beltwithmetal_Pulling_oneshot_005_8214FF25.wem		\Actor-Mixer Hierarchy\Sound Library\Sound Library SPL\urban_sounds\04_quietest\audio_actors\cloth_clothes_leather_belt_handling\Leather_beltwithmetal_Pulling_oneshot\Leather_beltwithmetal_Pulling_oneshot_005		10041
	96521822	VTB_talk-respon_mSTMC_17	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\VOX-TOOLBOX\STRUAN-STMC\talk-respond\VTB_talk-respon_mSTMC_17_8214FF25.wem		\Actor-Mixer Hierarchy\Ambience_ROBERT\OnMapObjects\Cities\city_pop_type\city_pop_type_burghers\city_pop_type_burghers_group\VTB-m_talk-respond\STMC\VTB_talk-respon_mSTMC_17		16523
	96521824	VTB_talk-respon_mSTMC_17	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\VOX-TOOLBOX\STRUAN-STMC\talk-respond\VTB_talk-respon_mSTMC_17_D8F20E6A.wem		\Actor-Mixer Hierarchy\Ambience\Ambience\Contextual_ambience\Loading_screen_bespoke\loading_screen_deccan_00\advisor_ruler\advice_given\thinking\VTB_talk-respon_mSTMC_17		16489
	96546028	char_move_gear_metal_heavy_52	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\Military\char_move_gear_metal_heavy\char_move_gear_metal_heavy_52_D8F20E6A.wem		\Actor-Mixer Hierarchy\Military\OnMapUnits\Movement\char_move_detail\char_move_gear_metal_heavy\char_move_gear_metal_heavy_52		7639
	96587890	amb_int_wood_creak_small_24	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\amb\spot\amb_int_wood_creak_small\amb_int_wood_creak_small_24_D8F20E6A.wem		\Actor-Mixer Hierarchy\Ambience\Ambience\Maproom\amb_int_wood_creak_small\amb_int_wood_creak_small_24		32313
	96653633	fs_generic_sand_scuff_02	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\amb\fs\fs_generic_sand_scuff\fs_generic_sand_scuff_02_D8F20E6A.wem		\Actor-Mixer Hierarchy\Military\OnMapUnits\Footsteps\char_move_fs_startstop\char_move_fs_scuff\fs_surface_heavyshoe_scuff\fs_generic_sand_scuff\fs_generic_sand_scuff_02		3448
	96697730	wpn_proj_handle_crossbow_small_56	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\Military\wpn_proj_handle_crossbow_small\wpn_proj_handle_crossbow_small_56_D8F20E6A.wem		\Actor-Mixer Hierarchy\Military\OnMapUnits\Weapons\Melee\wpn_handle\wpn_proj_handle_crossbow_small\wpn_proj_handle_crossbow_small_56		4579
	96714352	fs_stone_lightShoe_seq_05	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\amb\fs\fs_stone_lightShoe_seq\fs_stone_lightShoe_seq_05_8214FF25.wem		\Actor-Mixer Hierarchy\Sound Library\Sound Library SPL\urban_sounds\03_quiet\03_quiet_passbys\fs_stone_lightShoe_seq\fs_stone_lightShoe_seq_05		113640
	96761673	VTB_exclaiming-victory_mJABL_08	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\VOX-TOOLBOX\JACOB-JABL\exclaiming-victory\VTB_exclaiming-victory_mJABL_08_8214FF25.wem		\Actor-Mixer Hierarchy\Vox-ToolBox\Vox-ToolBox SPL\vox_single\vox_01_loudest\VTB-m_exclaiming-victory\JABL\VTB_exclaiming-victory_mJABL_08		14402
	96879347	Cloth_mediumButtons_friction_oneshot_003	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\PASTLIFE-TOOLBOX\Cloth_mediumButtons_friction_oneshot\Cloth_mediumButtons_friction_oneshot_003_8214FF25.wem		\Actor-Mixer Hierarchy\Sound Library\Sound Library SPL\urban_sounds\04_quietest\audio_actors\Cloth_mediumButtons_movement\Cloth_mediumButtons_friction_oneshot\Cloth_mediumButtons_friction_oneshot_003		15454
	96880621	Cloth_soft_oneshot_008	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\PASTLIFE-TOOLBOX\Cloth_soft_oneshot\Cloth_soft_oneshot_008_8214FF25.wem		\Actor-Mixer Hierarchy\Sound Library\Sound Library SPL\urban_sounds\04_quietest\audio_actors\cloth_soft_moves\Cloth_soft_oneshot\Cloth_soft_oneshot_008		22163
	96898357	VOXScrm_scream_death_cry_Franco_PDX-MAWE_ANRY_Vox_Toolbox_Neumann_TLM_103-CU-INT_02	E:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\VOX\VOXScrm_scream_death_cry_Franco\VOXScrm_scream_death_cry_Franco_PDX-MAWE_ANRY_Vox_Toolbox_Neumann_TLM_103-CU-INT_02_D8F20E6A.wem		\Actor-Mixer Hierarchy\Ambience\Ambience\Contextual_ambience\Loading_screen_bespoke\loading_screen_white_mountain_00\volleys_freq_left\volley_left\hurts_right\mil_vox_scream_death_cry\VOXScrm_scream_death_cry_Franco\VOXScrm_scream_death_cry_Franco_PDX-MAWE_ANRY_Vox_Toolbox_Neumann_TLM_103-CU-INT_02		14784
